name,team,position,position_group,year,draft_control
John Mecom Jr.,Saints,President/Majority Shareholder,President,1969,0
Vic Schwenk,Saints,General Manager,General Manager,1970,1
John Mecom Jr.,Saints,President/Majority Shareholder,President,1970,0
Vic Schwenk,Saints,General Manager,General Manager,1971,1
John Mecom Jr.,Saints,President/Majority Shareholder,President,1971,0
Richard Gordon,Saints,General Manager,General Manager,1972,1
John Mecom Jr.,Saints,President/Majority Shareholder,President,1972,0
Richard Gordon,Saints,General Manager,General Manager,1973,1
John Mecom Jr.,Saints,President/Majority Shareholder,President,1973,0
Richard Gordon,Saints,General Manager,General Manager,1974,1
John Mecom Jr.,Saints,President/Majority Shareholder,President,1974,0
Richard Gordon,Saints,General Manager,General Manager,1975,1
John Mecom Jr.,Saints,President/Majority Shareholder,President,1975,0
Richard Gordon,Saints,General Manager,General Manager,1976,1
John Mecom Jr.,Saints,President/Majority Shareholder,President,1976,0
Hank Stram,Saints,Head Coach/General Manager,Head Coach/General Manager,1977,1
John Mecom Jr.,Saints,President/Majority Shareholder,President,1977,0
John Mecom Jr.,Saints,President/Majority Shareholder/Temporary General Manager,President/General Manager,1978,1
John Mecom Jr.,Saints,President/Majority Shareholder/Temporary General Manager,President/General Manager,1979,1
Steve Rosenbloom,Saints,General Manager,General Manager,1980,1
John Mecom Jr.,Saints,President/Majority Shareholder,President,1980,0
Bum Phillips,Saints,Head Coach/General Manager,Head Coach/General Manager,1981,1
John Mecom Jr.,Saints,President/Majority Shareholder,President,1981,0
Bum Phillips,Saints,Head Coach/General Manager,Head Coach/General Manager,1982,1
John Mecom Jr.,Saints,President/Majority Shareholder,President,1982,0
Bum Phillips,Saints,Head Coach/General Manager,Head Coach/General Manager,1983,1
John Mecom Jr.,Saints,President/Majority Shareholder,President,1983,0
Bum Phillips,Saints,Head Coach/General Manager,Head Coach/General Manager,1984,1
John Mecom Jr.,Saints,President/Majority Shareholder,President,1984,0
Bum Phillips,Saints,Head Coach/General Manager,Head Coach/General Manager,1985,1
Tom Benson,Saints,Owner/President,Owner,1985,0
Jim Finks,Saints,General Manager,General Manager,1986,1
Tom Benson,Saints,Owner/President,Owner,1986,0
Jim Finks,Saints,General Manager,General Manager,1987,1
Tom Benson,Saints,Owner/President,Owner,1987,0
Jim Finks,Saints,General Manager,General Manager,1988,1
Tom Benson,Saints,Owner/President,Owner,1988,0
Jim Finks,Saints,General Manager,General Manager,1989,1
Tom Benson,Saints,Owner/President,Owner,1989,0
Jim Finks,Saints,General Manager,General Manager,1990,1
Tom Benson,Saints,Owner/President,Owner,1990,0
Jim Finks,Saints,General Manager,General Manager,1991,1
Tom Benson,Saints,Owner/President,Owner,1991,0
Jim Finks,Saints,General Manager,General Manager,1992,1
Tom Benson,Saints,Owner/President,Owner,1992,0
Bill Kuharich,Saints,Director of Player Personnel/de facto General Manager,Director/General Manager,1993,1
Tom Benson,Saints,Owner/President,Owner,1993,0
Bill Kuharich,Saints,Director of Player Personnel/de facto General Manager,Director/General Manager,1994,1
Tom Benson,Saints,Owner/President,Owner,1994,0
Bill Kuharich,Saints,Director of Player Personnel/de facto General Manager,Director/General Manager,1995,1
Tom Benson,Saints,Owner/President,Owner,1995,0
Bill Kuharich,Saints,General Manager,General Manager,1996,1
Tom Benson,Saints,Owner/President,Owner,1996,0
Bill Kuharich,Saints,General Manager,General Manager,1997,1
Tom Benson,Saints,Owner/President,Owner,1997,0
Bill Kuharich,Saints,General Manager,General Manager,1998,1
Tom Benson,Saints,Owner/President,Owner,1998,0
Bill Kuharich,Saints,General Manager,General Manager,1999,1
Tom Benson,Saints,Owner/President,Owner,1999,0
Randy Mueller,Saints,General Manager,General Manager,2000,1
Tom Benson,Saints,Owner/President,Owner,2000,0
Randy Mueller,Saints,General Manager,General Manager,2001,1
Tom Benson,Saints,Owner/President,Owner,2001,0
Tom Benson,Saints,Owner/President,Owner,2002,0
Mickey Loomis,Saints,Executive VP/General Manager,VP/General Manager,2002,1
Tom Benson,Saints,Owner/President,Owner,2003,0
Mickey Loomis,Saints,Executive VP/General Manager,VP/General Manager,2003,1
Tom Benson,Saints,Owner/President,Owner,2004,0
Mickey Loomis,Saints,Executive VP/General Manager,VP/General Manager,2004,1
Tom Benson,Saints,Owner/President,Owner,2005,0
Mickey Loomis,Saints,Executive VP/General Manager,VP/General Manager,2005,1
Tom Benson,Saints,Owner/President,Owner,2006,0
Mickey Loomis,Saints,Executive VP/General Manager,VP/General Manager,2006,1
Tom Benson,Saints,Owner/President,Owner,2007,0
Mickey Loomis,Saints,Executive VP/General Manager,VP/General Manager,2007,1
Tom Benson,Saints,Owner/President,Owner,2008,0
Mickey Loomis,Saints,Executive VP/General Manager,VP/General Manager,2008,1
Tom Benson,Saints,Owner/President,Owner,2009,0
Mickey Loomis,Saints,Executive VP/General Manager,VP/General Manager,2009,1
Tom Benson,Saints,Owner/President,Owner,2010,0
Mickey Loomis,Saints,Executive VP/General Manager,VP/General Manager,2010,1
Tom Benson,Saints,Owner/President,Owner,2011,0
Mickey Loomis,Saints,Executive VP/General Manager,VP/General Manager,2011,1
Tom Benson,Saints,Owner/President,Owner,2012,0
Mickey Loomis,Saints,Executive VP/General Manager,VP/General Manager,2012,1
Tom Benson,Saints,Owner/President,Owner,2013,0
Mickey Loomis,Saints,Executive VP/General Manager,VP/General Manager,2013,1
Tom Benson,Saints,Owner/President,Owner,2014,0
Mickey Loomis,Saints,Executive VP/General Manager,VP/General Manager,2014,1
Tom Benson,Saints,Owner/President,Owner,2015,0
Mickey Loomis,Saints,Executive VP/General Manager,VP/General Manager,2015,1
Tom Benson,Saints,Owner/President,Owner,2016,0
Mickey Loomis,Saints,Executive VP/General Manager,VP/General Manager,2016,1
Tom Benson,Saints,Owner/President,Owner,2017,0
Mickey Loomis,Saints,Executive VP/General Manager,VP/General Manager,2017,1
Gayle Benson,Saints,Owner/Chairman of the Board,Owner,2018,0
Mickey Loomis,Saints,Executive VP/General Manager,VP/General Manager,2018,1
Gayle Benson,Saints,Owner/Chairman of the Board,Owner,2019,0
Mickey Loomis,Saints,Executive VP/General Manager,VP/General Manager,2019,1
Gayle Benson,Saints,Owner/Chairman of the Board,Owner,2020,0
Mickey Loomis,Saints,Executive VP/General Manager,VP/General Manager,2020,1
Gayle Benson,Saints,Owner/Chairman of the Board,Owner,2021,0
Mickey Loomis,Saints,Executive VP/General Manager,VP/General Manager,2021,1
Gayle Benson,Saints,Owner/Chairman of the Board,Owner,2022,0
Mickey Loomis,Saints,Executive VP/General Manager,VP/General Manager,2022,1
Gayle Benson,Saints,Owner/Chairman of the Board,Owner,2023,0
Mickey Loomis,Saints,Executive VP/General Manager,VP/General Manager,2023,1
Gayle Benson,Saints,Owner/Chairman of the Board,Owner,2024,0
Mickey Loomis,Saints,Executive VP/General Manager,VP/General Manager,2024,1
Gayle Benson,Saints,Owner/Chairman of the Board,Owner,2025,0
Mickey Loomis,Saints,Executive VP/General Manager,VP/General Manager,2025,1
John Thompson,Seahawks,General Manager,General Manager,1976,1
Lloyd Nordstrom,Seahawks,Principal Owner,Owner,1976,0
John Thompson,Seahawks,General Manager,General Manager,1977,1
Lloyd Nordstrom,Seahawks,Principal Owner,Owner,1977,0
John Thompson,Seahawks,General Manager,General Manager,1978,1
Lloyd Nordstrom,Seahawks,Principal Owner,Owner,1978,0
John Thompson,Seahawks,General Manager,General Manager,1979,1
Lloyd Nordstrom,Seahawks,Principal Owner,Owner,1979,0
John Thompson,Seahawks,General Manager,General Manager,1980,1
Lloyd Nordstrom,Seahawks,Principal Owner,Owner,1980,0
John Thompson,Seahawks,General Manager,General Manager,1981,1
Lloyd Nordstrom,Seahawks,Principal Owner,Owner,1981,0
John Thompson,Seahawks,General Manager,General Manager,1982,1
Lloyd Nordstrom,Seahawks,Principal Owner,Owner,1982,0
Mike McCormack,Seahawks,President/General Manager,President/General Manager,1982,0
Lloyd Nordstrom,Seahawks,Principal Owner,Owner,1983,0
Mike McCormack,Seahawks,President/General Manager,President/General Manager,1983,1
Lloyd Nordstrom,Seahawks,Principal Owner,Owner,1984,0
Mike McCormack,Seahawks,President/General Manager,President/General Manager,1984,1
Lloyd Nordstrom,Seahawks,Principal Owner,Owner,1985,0
Mike McCormack,Seahawks,President/General Manager,President/General Manager,1985,1
Lloyd Nordstrom,Seahawks,Principal Owner,Owner,1986,0
Mike McCormack,Seahawks,President/General Manager,President/General Manager,1986,1
Lloyd Nordstrom,Seahawks,Principal Owner,Owner,1987,0
Mike McCormack,Seahawks,President/General Manager,President/General Manager,1987,1
Ken Behring,Seahawks,Principal Owner,Owner,1988,0
Mike McCormack,Seahawks,President/General Manager,President/General Manager,1988,1
Ken Behring,Seahawks,Principal Owner,Owner,1989,0
Tom Flores,Seahawks,President/General Manager,President/General Manager,1989,1
Ken Behring,Seahawks,Principal Owner,Owner,1990,0
Tom Flores,Seahawks,President/General Manager,President/General Manager,1990,1
Ken Behring,Seahawks,Principal Owner,Owner,1991,0
Tom Flores,Seahawks,President/General Manager,President/General Manager,1991,1
Tom Flores,Seahawks,Head Coach/General Manager,Head Coach/General Manager,1992,1
Ken Behring,Seahawks,Principal Owner,Owner,1992,0
Tom Flores,Seahawks,Head Coach/General Manager,Head Coach/General Manager,1993,1
Ken Behring,Seahawks,Principal Owner,Owner,1993,0
Tom Flores,Seahawks,Head Coach/General Manager,Head Coach/General Manager,1994,1
Ken Behring,Seahawks,Principal Owner,Owner,1994,0
Ken Behring,Seahawks,Principal Owner,Owner,1995,0
Randy Mueller,Seahawks,VP of Football Operations/de facto General Manager,VP/General Manager,1995,1
Ken Behring,Seahawks,Principal Owner,Owner,1996,0
Randy Mueller,Seahawks,VP of Football Operations/de facto General Manager,VP/General Manager,1996,1
Paul Allen,Seahawks,Chairman,General Executive,1997,0
Bob Whitsitt,Seahawks,President/Acting General Manager,President/General Manager,1997,0
Randy Mueller,Seahawks,VP of Football Operations/de facto General Manager,VP/General Manager,1997,1
Paul Allen,Seahawks,Chairman,General Executive,1998,0
Bob Whitsitt,Seahawks,President/Acting General Manager,President/General Manager,1998,0
Randy Mueller,Seahawks,VP of Football Operations/de facto General Manager,VP/General Manager,1998,1
Paul Allen,Seahawks,Chairman,General Executive,1999,0
Mike Holmgren,Seahawks,Head Coach/Executive VP/General Manager,Head Coach/General Manager,1999,1
Paul Allen,Seahawks,Chairman,General Executive,2000,0
Mike Holmgren,Seahawks,Head Coach/Executive VP/General Manager,Head Coach/General Manager,2000,1
Paul Allen,Seahawks,Chairman,General Executive,2001,0
Mike Holmgren,Seahawks,Head Coach/Executive VP/General Manager,Head Coach/General Manager,2001,1
Paul Allen,Seahawks,Chairman,General Executive,2002,0
Mike Holmgren,Seahawks,Head Coach/Executive VP/General Manager,Head Coach/General Manager,2002,1
Paul Allen,Seahawks,Chairman,General Executive,2003,0
Bob Ferguson,Seahawks,General Manager,General Manager,2003,1
Paul Allen,Seahawks,Chairman,General Executive,2004,0
Bob Ferguson,Seahawks,General Manager,General Manager,2004,1
Paul Allen,Seahawks,Chairman,General Executive,2005,0
Tim Ruskell,Seahawks,President/General Manager,President/General Manager,2005,1
Paul Allen,Seahawks,Chairman,General Executive,2006,0
Tim Ruskell,Seahawks,President/General Manager,President/General Manager,2006,1
Paul Allen,Seahawks,Chairman,General Executive,2007,0
Tim Ruskell,Seahawks,President/General Manager,President/General Manager,2007,1
Paul Allen,Seahawks,Chairman,General Executive,2008,0
Tim Ruskell,Seahawks,President/General Manager,President/General Manager,2008,1
Paul Allen,Seahawks,Chairman,General Executive,2009,0
Tim Ruskell,Seahawks,President/General Manager,President/General Manager,2009,1
Paul Allen,Seahawks,Chairman,General Executive,2010,0
Pete Carroll,Seahawks,Head Coach/VP of Football Ops,Head Coach/Executive,2010,0
John Schneider,Seahawks,Executive VP/General Manager,VP/General Manager,2010,1
Paul Allen,Seahawks,Chairman,General Executive,2011,0
Pete Carroll,Seahawks,Head Coach/VP of Football Ops,Head Coach/Executive,2011,0
John Schneider,Seahawks,Executive VP/General Manager,VP/General Manager,2011,1
Paul Allen,Seahawks,Chairman,General Executive,2012,0
Pete Carroll,Seahawks,Head Coach/VP of Football Ops,Head Coach/Executive,2012,0
John Schneider,Seahawks,Executive VP/General Manager,VP/General Manager,2012,1
Paul Allen,Seahawks,Chairman,General Executive,2013,0
Pete Carroll,Seahawks,Head Coach/VP of Football Ops,Head Coach/Executive,2013,0
John Schneider,Seahawks,Executive VP/General Manager,VP/General Manager,2013,1
Paul Allen,Seahawks,Chairman,General Executive,2014,0
Pete Carroll,Seahawks,Head Coach/VP of Football Ops,Head Coach/Executive,2014,0
John Schneider,Seahawks,Executive VP/General Manager,VP/General Manager,2014,1
Paul Allen,Seahawks,Chairman,General Executive,2015,0
Pete Carroll,Seahawks,Head Coach/VP of Football Ops,Head Coach/Executive,2015,0
John Schneider,Seahawks,Executive VP/General Manager,VP/General Manager,2015,1
Paul Allen,Seahawks,Chairman,General Executive,2016,0
Pete Carroll,Seahawks,Head Coach/VP of Football Ops,Head Coach/Executive,2016,0
John Schneider,Seahawks,Executive VP/General Manager,VP/General Manager,2016,1
Paul Allen,Seahawks,Chairman,General Executive,2017,0
Pete Carroll,Seahawks,Head Coach/VP of Football Ops,Head Coach/Executive,2017,0
John Schneider,Seahawks,Executive VP/General Manager,VP/General Manager,2017,1
Paul Allen,Seahawks,Chairman,General Executive,2018,0
Pete Carroll,Seahawks,Head Coach/VP of Football Ops,Head Coach/Executive,2018,0
John Schneider,Seahawks,Executive VP/General Manager,VP/General Manager,2018,1
Jody Allen,Seahawks,Chair,General Executive,2019,0
Pete Carroll,Seahawks,Head Coach/VP of Football Ops,Head Coach/Executive,2019,0
John Schneider,Seahawks,Executive VP/General Manager,VP/General Manager,2019,1
Jody Allen,Seahawks,Chair,General Executive,2020,0
Pete Carroll,Seahawks,Head Coach/VP of Football Ops,Head Coach/Executive,2020,0
John Schneider,Seahawks,Executive VP/General Manager,VP/General Manager,2020,1
Jody Allen,Seahawks,Chair,General Executive,2021,0
Pete Carroll,Seahawks,Head Coach/VP of Football Ops,Head Coach/Executive,2021,0
John Schneider,Seahawks,Executive VP/General Manager,VP/General Manager,2021,1
Jody Allen,Seahawks,Chair,General Executive,2022,0
Pete Carroll,Seahawks,Head Coach/VP of Football Ops,Head Coach/Executive,2022,0
John Schneider,Seahawks,Executive VP/General Manager,VP/General Manager,2022,1
Jody Allen,Seahawks,Chair,General Executive,2023,0
Pete Carroll,Seahawks,Head Coach/VP of Football Ops,Head Coach/Executive,2023,0
John Schneider,Seahawks,Executive VP/General Manager,VP/General Manager,2023,1
Jody Allen,Seahawks,Chair,General Executive,2024,0
John Schneider,Seahawks,Executive VP/General Manager,VP/General Manager,2024,1
Jody Allen,Seahawks,Chair,General Executive,2025,0
John Schneider,Seahawks,Executive VP/General Manager,VP/General Manager,2025,1
Art Rooney,Steelers,Owner,Owner,1936,1
Art Rooney,Steelers,Owner,Owner,1937,1
Art Rooney,Steelers,Owner,Owner,1938,1
Art Rooney,Steelers,Owner,Owner,1939,1
Art Rooney,Steelers,Owner,Owner,1940,1
Art Rooney,Steelers,Owner,Owner,1941,1
Art Rooney,Steelers,Owner,Owner,1942,1
Art Rooney,Steelers,Owner,Owner,1943,1
Art Rooney,Steelers,Owner,Owner,1944,1
John Holahan,Steelers,General Manager,General Manager,1945,1
Art Rooney,Steelers,Owner,Owner,1945,0
John Holahan,Steelers,General Manager,General Manager,1946,1
Art Rooney,Steelers,Owner,Owner,1946,0
John Holahan,Steelers,General Manager,General Manager,1947,1
Art Rooney,Steelers,Owner,Owner,1947,0
John Holahan,Steelers,General Manager,General Manager,1948,1
Art Rooney,Steelers,Owner,Owner,1948,0
John Holahan,Steelers,General Manager,General Manager,1949,1
Art Rooney,Steelers,Owner,Owner,1949,0
John Holahan,Steelers,General Manager,General Manager,1950,1
Art Rooney,Steelers,Owner,Owner,1950,0
Francis Fogarty,Steelers,General Manager,General Manager,1951,1
Art Rooney,Steelers,Owner,Owner,1951,0
Francis Fogarty,Steelers,General Manager,General Manager,1952,1
Art Rooney,Steelers,Owner,Owner,1952,0
Francis Fogarty,Steelers,General Manager,General Manager,1953,1
Art Rooney,Steelers,Owner,Owner,1953,0
Francis Fogarty,Steelers,General Manager,General Manager,1954,1
Art Rooney,Steelers,Owner,Owner,1954,0
Francis Fogarty,Steelers,General Manager,General Manager,1955,1
Art Rooney,Steelers,Owner,Owner,1955,0
Francis Fogarty,Steelers,General Manager,General Manager,1956,1
Art Rooney,Steelers,Owner,Owner,1956,0
Francis Fogarty,Steelers,General Manager,General Manager,1957,1
Art Rooney,Steelers,Owner,Owner,1957,0
Francis Fogarty,Steelers,General Manager,General Manager,1958,1
Art Rooney,Steelers,Owner,Owner,1958,0
Francis Fogarty,Steelers,General Manager,General Manager,1959,1
Art Rooney,Steelers,Owner,Owner,1959,0
Francis Fogarty,Steelers,General Manager,General Manager,1960,1
Art Rooney,Steelers,Owner,Owner,1960,0
Francis Fogarty,Steelers,General Manager,General Manager,1961,1
Art Rooney,Steelers,Owner,Owner,1961,0
Francis Fogarty,Steelers,General Manager,General Manager,1962,1
Art Rooney,Steelers,Owner,Owner,1962,0
Francis Fogarty,Steelers,General Manager,General Manager,1963,1
Art Rooney,Steelers,Owner,Owner,1963,0
Francis Fogarty,Steelers,General Manager,General Manager,1964,1
Art Rooney,Steelers,Owner,Owner,1964,0
Francis Fogarty,Steelers,General Manager,General Manager,1965,1
Art Rooney,Steelers,Owner,Owner,1965,0
Francis Fogarty,Steelers,General Manager,General Manager,1966,1
Art Rooney,Steelers,Owner,Owner,1966,0
Francis Fogarty,Steelers,General Manager,General Manager,1967,1
Art Rooney,Steelers,Owner,Owner,1967,0
Francis Fogarty,Steelers,General Manager,General Manager,1968,1
Art Rooney,Steelers,Owner,Owner,1968,0
Dan Rooney,Steelers,General Manager,General Manager,1969,1
Art Rooney,Steelers,Owner,Owner,1969,0
Dan Rooney,Steelers,General Manager,General Manager,1970,1
Art Rooney,Steelers,Owner,Owner,1970,0
Art Rooney,Steelers,Owner,Owner,1971,0
Art Rooney Jr.,Steelers,VP of Player Personnel/de facto General Manager,VP/General Manager,1971,1
Art Rooney,Steelers,Owner,Owner,1972,0
Art Rooney Jr.,Steelers,VP of Player Personnel/de facto General Manager,VP/General Manager,1972,1
Art Rooney,Steelers,Owner,Owner,1973,0
Art Rooney Jr.,Steelers,VP of Player Personnel/de facto General Manager,VP/General Manager,1973,1
Art Rooney,Steelers,Owner,Owner,1974,0
Art Rooney Jr.,Steelers,VP of Player Personnel/de facto General Manager,VP/General Manager,1974,1
Art Rooney,Steelers,Owner,Owner,1975,0
Art Rooney Jr.,Steelers,VP of Player Personnel/de facto General Manager,VP/General Manager,1975,1
Art Rooney,Steelers,Owner,Owner,1976,0
Art Rooney Jr.,Steelers,VP of Player Personnel/de facto General Manager,VP/General Manager,1976,1
Art Rooney,Steelers,Owner,Owner,1977,0
Art Rooney Jr.,Steelers,VP of Player Personnel/de facto General Manager,VP/General Manager,1977,1
Art Rooney,Steelers,Owner,Owner,1978,0
Art Rooney Jr.,Steelers,VP of Player Personnel/de facto General Manager,VP/General Manager,1978,1
Art Rooney,Steelers,Owner,Owner,1979,0
Art Rooney Jr.,Steelers,VP of Player Personnel/de facto General Manager,VP/General Manager,1979,1
Art Rooney,Steelers,Owner,Owner,1980,0
Art Rooney Jr.,Steelers,VP of Player Personnel/de facto General Manager,VP/General Manager,1980,1
Art Rooney,Steelers,Owner,Owner,1981,0
Art Rooney Jr.,Steelers,VP of Player Personnel/de facto General Manager,VP/General Manager,1981,1
Art Rooney,Steelers,Owner,Owner,1982,0
Art Rooney Jr.,Steelers,VP of Player Personnel/de facto General Manager,VP/General Manager,1982,1
Art Rooney,Steelers,Owner,Owner,1983,0
Art Rooney Jr.,Steelers,VP of Player Personnel/de facto General Manager,VP/General Manager,1983,1
Art Rooney,Steelers,Owner,Owner,1984,0
Art Rooney Jr.,Steelers,VP of Player Personnel/de facto General Manager,VP/General Manager,1984,1
Art Rooney,Steelers,Owner,Owner,1985,0
Art Rooney Jr.,Steelers,VP of Player Personnel/de facto General Manager,VP/General Manager,1985,1
Art Rooney,Steelers,Owner,Owner,1986,0
Art Rooney Jr.,Steelers,VP of Player Personnel/de facto General Manager,VP/General Manager,1986,1
Dick Haley,Steelers,Director of Player Personnel/de facto General Manager,Director/General Manager,1987,1
Art Rooney,Steelers,Owner,Owner,1987,0
Dick Haley,Steelers,Director of Player Personnel/de facto General Manager,Director/General Manager,1988,1
Dan Rooney,Steelers,Chairman,General Executive,1988,0
Dick Haley,Steelers,Director of Player Personnel/de facto General Manager,Director/General Manager,1989,1
Dan Rooney,Steelers,Chairman,General Executive,1989,0
Dick Haley,Steelers,Director of Player Personnel/de facto General Manager,Director/General Manager,1990,1
Dan Rooney,Steelers,Chairman,General Executive,1990,0
Tom Donahoe,Steelers,General Manager/Director of Football Operations,Director/General Manager,1991,1
Dan Rooney,Steelers,Chairman,General Executive,1991,0
Tom Donahoe,Steelers,General Manager/Director of Football Operations,Director/General Manager,1992,1
Dan Rooney,Steelers,Chairman,General Executive,1992,0
Tom Donahoe,Steelers,General Manager/Director of Football Operations,Director/General Manager,1993,1
Dan Rooney,Steelers,Chairman,General Executive,1993,0
Tom Donahoe,Steelers,General Manager/Director of Football Operations,Director/General Manager,1994,1
Dan Rooney,Steelers,Chairman,General Executive,1994,0
Tom Donahoe,Steelers,General Manager/Director of Football Operations,Director/General Manager,1995,1
Dan Rooney,Steelers,Chairman,General Executive,1995,0
Tom Donahoe,Steelers,General Manager/Director of Football Operations,Director/General Manager,1996,1
Dan Rooney,Steelers,Chairman,General Executive,1996,0
Tom Donahoe,Steelers,General Manager/Director of Football Operations,Director/General Manager,1997,1
Dan Rooney,Steelers,Chairman,General Executive,1997,0
Tom Donahoe,Steelers,General Manager/Director of Football Operations,Director/General Manager,1998,1
Dan Rooney,Steelers,Chairman,General Executive,1998,0
Tom Donahoe,Steelers,General Manager/Director of Football Operations,Director/General Manager,1999,1
Dan Rooney,Steelers,Chairman,General Executive,1999,0
Dan Rooney,Steelers,Chairman,General Executive,2000,0
Kevin Colbert,Steelers,VP/General Manager,VP/General Manager,2000,1
Dan Rooney,Steelers,Chairman,General Executive,2001,0
Kevin Colbert,Steelers,VP/General Manager,VP/General Manager,2001,1
Dan Rooney,Steelers,Chairman,General Executive,2002,0
Kevin Colbert,Steelers,VP/General Manager,VP/General Manager,2002,1
Dan Rooney,Steelers,Chairman,General Executive,2003,0
Kevin Colbert,Steelers,VP/General Manager,VP/General Manager,2003,1
Dan Rooney,Steelers,Chairman,General Executive,2004,0
Kevin Colbert,Steelers,VP/General Manager,VP/General Manager,2004,1
Dan Rooney,Steelers,Chairman,General Executive,2005,0
Kevin Colbert,Steelers,VP/General Manager,VP/General Manager,2005,1
Dan Rooney,Steelers,Chairman,General Executive,2006,0
Kevin Colbert,Steelers,VP/General Manager,VP/General Manager,2006,1
Dan Rooney,Steelers,Chairman,General Executive,2007,0
Kevin Colbert,Steelers,VP/General Manager,VP/General Manager,2007,1
Dan Rooney,Steelers,Chairman,General Executive,2008,0
Kevin Colbert,Steelers,VP/General Manager,VP/General Manager,2008,1
Dan Rooney,Steelers,Chairman,General Executive,2009,0
Kevin Colbert,Steelers,VP/General Manager,VP/General Manager,2009,1
Dan Rooney,Steelers,Chairman,General Executive,2010,0
Kevin Colbert,Steelers,VP/General Manager,VP/General Manager,2010,1
Dan Rooney,Steelers,Chairman,General Executive,2011,0
Kevin Colbert,Steelers,VP/General Manager,VP/General Manager,2011,1
Dan Rooney,Steelers,Chairman,General Executive,2012,0
Kevin Colbert,Steelers,VP/General Manager,VP/General Manager,2012,1
Dan Rooney,Steelers,Chairman,General Executive,2013,0
Kevin Colbert,Steelers,VP/General Manager,VP/General Manager,2013,1
Dan Rooney,Steelers,Chairman,General Executive,2014,0
Kevin Colbert,Steelers,VP/General Manager,VP/General Manager,2014,1
Dan Rooney,Steelers,Chairman,General Executive,2015,0
Kevin Colbert,Steelers,VP/General Manager,VP/General Manager,2015,1
Dan Rooney,Steelers,Chairman,General Executive,2016,0
Kevin Colbert,Steelers,VP/General Manager,VP/General Manager,2016,1
Art Rooney II,Steelers,President,President,2017,0
Kevin Colbert,Steelers,VP/General Manager,VP/General Manager,2017,1
Art Rooney II,Steelers,President,President,2018,0
Kevin Colbert,Steelers,VP/General Manager,VP/General Manager,2018,1
Art Rooney II,Steelers,President,President,2019,0
Kevin Colbert,Steelers,VP/General Manager,VP/General Manager,2019,1
Art Rooney II,Steelers,President,President,2020,0
Kevin Colbert,Steelers,VP/General Manager,VP/General Manager,2020,1
Art Rooney II,Steelers,President,President,2021,0
Kevin Colbert,Steelers,VP/General Manager,VP/General Manager,2021,1
Omar Khan,Steelers,General Manager,General Manager,2022,1
Art Rooney II,Steelers,President,President,2022,0
Omar Khan,Steelers,General Manager,General Manager,2023,1
Art Rooney II,Steelers,President,President,2023,0
Omar Khan,Steelers,General Manager,General Manager,2024,1
Art Rooney II,Steelers,President,President,2024,0
Omar Khan,Steelers,General Manager,General Manager,2025,1
Art Rooney II,Steelers,President,President,2025,0
Charley Casserly,Texans,General Manager,General Manager,2002,1
Bob McNair,Texans,Owner/CEO,Owner,2002,0
Charley Casserly,Texans,General Manager,General Manager,2003,1
Bob McNair,Texans,Owner/CEO,Owner,2003,0
Charley Casserly,Texans,General Manager,General Manager,2004,1
Bob McNair,Texans,Owner/CEO,Owner,2004,0
Charley Casserly,Texans,General Manager,General Manager,2005,1
Bob McNair,Texans,Owner/CEO,Owner,2005,0
Bob McNair,Texans,Owner/CEO,Owner,2006,0
Rick Smith,Texans,Executive VP/General Manager,VP/General Manager,2006,1
Bob McNair,Texans,Owner/CEO,Owner,2007,0
Rick Smith,Texans,Executive VP/General Manager,VP/General Manager,2007,1
Bob McNair,Texans,Owner/CEO,Owner,2008,0
Rick Smith,Texans,Executive VP/General Manager,VP/General Manager,2008,1
Bob McNair,Texans,Owner/CEO,Owner,2009,0
Rick Smith,Texans,Executive VP/General Manager,VP/General Manager,2009,1
Bob McNair,Texans,Owner/CEO,Owner,2010,0
Rick Smith,Texans,Executive VP/General Manager,VP/General Manager,2010,1
Bob McNair,Texans,Owner/CEO,Owner,2011,0
Rick Smith,Texans,Executive VP/General Manager,VP/General Manager,2011,1
Bob McNair,Texans,Owner/CEO,Owner,2012,0
Rick Smith,Texans,Executive VP/General Manager,VP/General Manager,2012,1
Bob McNair,Texans,Owner/CEO,Owner,2013,0
Rick Smith,Texans,Executive VP/General Manager,VP/General Manager,2013,1
Bob McNair,Texans,Owner/CEO,Owner,2014,0
Rick Smith,Texans,Executive VP/General Manager,VP/General Manager,2014,1
Bob McNair,Texans,Owner/CEO,Owner,2015,0
Rick Smith,Texans,Executive VP/General Manager,VP/General Manager,2015,1
Bob McNair,Texans,Owner/CEO,Owner,2016,0
Rick Smith,Texans,Executive VP/General Manager,VP/General Manager,2016,1
Bob McNair,Texans,Owner/CEO,Owner,2017,0
Rick Smith,Texans,Executive VP/General Manager,VP/General Manager,2017,1
Brian Gaine,Texans,General Manager,General Manager,2018,1
Bob McNair,Texans,Owner/CEO,Owner,2018,0
Bill O'Brien,Texans,General Manager/Head Coach,Head Coach/General Manager,2019,1
Janice McNair,Texans,Principal Owner,Owner,2019,0
Cal McNair,Texans,Owner/CEO,Owner,2019,0
Bill O'Brien,Texans,General Manager/Head Coach,Head Coach/General Manager,2020,1
Janice McNair,Texans,Principal Owner,Owner,2020,0
Cal McNair,Texans,Owner/CEO,Owner,2020,0
Nick Caserio,Texans,General Manager,General Manager,2021,1
Janice McNair,Texans,Principal Owner,Owner,2021,0
