Rank,playerId,gsisPlayerId,league,playerImageId,headshotUrl,player,playerFullName,position,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamImageId,currentNFLTeamId,currentNFLTeamAbbrev,currentNFLTeamName,currentNFLStatus,lastNFLTeamId,lastNFLTeamAbbrev,lastNFLTeamName,lastNFLTeamLocation,lastNFLTeamFullName,inFBS,inFCS,activeFBSTeam,activeFCSTeam,teamColor,gameConference,TeamTgt%,G,Routes,Tar,Rec,G,null
303,33110,00-0033110,NFL,HIG033222,https://static.www.nfl.com/image/upload/{formatInstructions}/league/x1d4osiefibd04df6gow,Tyler Higbee,Tyler Higbee,TE,Los Angeles Rams,LA,2510,2510,2510,LAR,Rams,ACT,2510,LAR,Rams,Los Angeles,Los Angeles Rams,,,,,#003594,NFC,2.2%,3,35,12,8,3,
303,34054,00-0034054,NFL,CRA117607,https://static.www.nfl.com/image/upload/{formatInstructions}/league/y8t968ntco72t8f8ryba,River Cracraft,River Cracraft,WR,Miami Dolphins,MIA,2700,2700,5110,WAS,Commanders,CUT,5110,WAS,Commanders,Washington,Washington Commanders,,,,,#008E97,AFC,1.6%,8,79,9,7,8,
305,31595,00-0031595,NFL,BUR792195,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ibyeabk3yu68mgipxklr,Michael Burton,Michael Burton,FB,Denver Broncos,DEN,1400,1400,1400,DEN,Broncos,RES,1400,DEN,Broncos,Denver,Denver Broncos,,,,,#FC4C02,AFC,1.8%,17,61,10,10,17,
305,33439,00-0033439,NFL,BRO579945,https://static.www.nfl.com/image/upload/{formatInstructions}/league/yqygkrelndrlphjvlygi,Pharaoh Brown,Pharaoh Brown,TE,Seattle Seahawks,SEA,4600,4600,2700,MIA,Dolphins,CUT,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#002244,NFC,2.1%,15,79,12,8,15,
305,37300,00-0037300,NFL,WOO545683,https://static.www.nfl.com/image/private/{formatInstructions}/league/qlps63mn8jfsvqgf7cub,Mike Woods,Mike Woods,WR,Cleveland Browns,CLE,1050,1050,,,,NOR,1050,CLE,Browns,Cleveland,Cleveland Browns,,,,,#FF3C00,AFC,2.7%,5,197,17,7,5,
308,38938,00-0038938,NFL,HYA420916,https://static.www.nfl.com/image/upload/{formatInstructions}/league/bzyn9cpmwfqjtztwblmy,Jalin Hyatt,Jalin Hyatt,WR,New York Giants,NYG,3410,3410,3410,NYG,Giants,ACT,3410,NYG,Giants,New York,New York Giants,,,,,#0B2265,NFC,3.4%,16,215,19,8,16,
308,39391,00-0039391,NFL,VID103821,https://static.www.nfl.com/image/upload/{formatInstructions}/league/huwihtava8gkxzb4cxb8,Kimani Vidal,Kimani Vidal,RB,Los Angeles Chargers,LAC,4400,4400,4400,LAC,Chargers,DEV,4400,LAC,Chargers,Los Angeles,Los Angeles Chargers,,,,,#0080C6,AFC,1.8%,10,84,9,5,10,
310,37120,00-0037120,NFL,GOO586750,https://static.www.nfl.com/image/upload/{formatInstructions}/league/fvuevf0apxtfjwdj7l0e,Tyler Goodson,Tyler Goodson,RB,Indianapolis Colts,IND,2200,2200,2200,IND,Colts,ACT,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,3.0%,16,76,15,11,16,
311,37004,00-0037004,NFL,LON317078,https://static.www.nfl.com/image/upload/{formatInstructions}/league/n1kvmijdfpyv1dwlwqa6,Hunter Long,Hunter Long,TE,Los Angeles Rams,LA,2510,2510,2250,JAX,Jaguars,ACT,2250,JAX,Jaguars,Jacksonville,Jacksonville Jaguars,,,,,#003594,NFC,1.7%,17,72,9,7,17,
312,35806,00-0035806,NFL,HAS766320,https://static.www.nfl.com/image/upload/{formatInstructions}/league/stvclosmy6zi864kfxw7,JaMycal Hasty,JaMycal Hasty,RB,New England Patriots,NE,3200,3200,2700,MIA,Dolphins,DEV,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#002244,AFC,2.4%,15,69,12,10,15,
312,39921,00-0039921,NFL,BEN649191,https://static.www.nfl.com/image/upload/{formatInstructions}/league/x2bxb0fd54ffwwdu5scz,Trey Benson,Trey Benson,RB,Arizona Cardinals,ARI,3800,3800,3800,ARI,Cardinals,ACT,3800,ARI,Cardinals,Arizona,Arizona Cardinals,,,,,#97233F,NFC,1.1%,13,47,6,6,13,
314,39738,00-0039738,NFL,COR783995,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gytdgnrjj3jk8rlfxz85,Blake Corum,Blake Corum,RB,Los Angeles Rams,LA,2510,2510,2510,LAR,Rams,ACT,2510,LAR,Rams,Los Angeles,Los Angeles Rams,,,,,#003594,NFC,1.5%,17,32,8,7,17,
315,33948,00-0033948,NFL,WIL328269,https://static.www.nfl.com/image/upload/{formatInstructions}/league/yxrxpgcwq5qwp88vqnp3,Jamaal Williams,Jamaal Williams,RB,New Orleans Saints,NO,3300,3300,,,,NOR,3300,NO,Saints,New Orleans,New Orleans Saints,,,,,#000000,NFC,2.1%,14,77,11,9,14,
315,36345,00-0036345,NFL,OSB109755,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ol316js270dkzhgkclrq,K.J. Osborn,K.J. Osborn,WR,Washington Commanders,WAS,5110,5110,5110,WAS,Commanders,CUT,5110,WAS,Commanders,Washington,Washington Commanders,,,,,#5A1414,NFC,3.4%,8,133,18,7,8,
315,36924,00-0036924,NFL,CAR716520,https://static.www.nfl.com/image/upload/{formatInstructions}/league/e1y7zhd7w3xbthodfa3m,Michael Carter,Michael Carter,RB,Arizona Cardinals,ARI,3800,3800,3800,ARI,Cardinals,DEV,3800,ARI,Cardinals,Arizona,Arizona Cardinals,,,,,#97233F,NFC,2.1%,3,75,11,11,3,
318,31235,00-0031235,NFL,BEC573252,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ffmalg3wr7lwnsz59i7v,Odell Beckham,Odell Beckham,WR,Miami Dolphins,MIA,2700,2700,,,,NOR,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#008E97,AFC,3.2%,9,106,18,9,9,
319,33925,00-0033925,NFL,FOR392618,https://static.www.nfl.com/image/upload/{formatInstructions}/league/shlxaet74pmn8arznphw,D'Onta Foreman,D'Onta Foreman,RB,Cleveland Browns,CLE,1050,1050,,,,NOR,1050,CLE,Browns,Cleveland,Cleveland Browns,,,,,#FF3C00,AFC,1.3%,11,74,8,6,11,
319,38555,00-0038555,NFL,BIG732544,https://static.www.nfl.com/image/upload/{formatInstructions}/league/pbdmvxgc4qymtkmeegxr,Tank Bigsby,Tank Bigsby,RB,Jacksonville Jaguars,JAX,2250,2250,2250,JAX,Jaguars,ACT,2250,JAX,Jaguars,Jacksonville,Jacksonville Jaguars,,,,,#000000,AFC,2.3%,16,128,12,7,16,
321,34798,00-0034798,NFL,SMY283236,https://static.www.nfl.com/image/upload/{formatInstructions}/league/qmpveaqrfntryixpjqq2,Durham Smythe,Durham Smythe,TE,Miami Dolphins,MIA,2700,2700,810,CHI,Bears,ACT,810,CHI,Bears,Chicago,Chicago Bears,,,,,#008E97,AFC,3.0%,17,118,17,9,17,
322,37569,00-0037569,NFL,HEN032321,https://static.www.nfl.com/image/upload/{formatInstructions}/league/d8plvjsvwdadr1ap93ci,Peyton Hendershot,Peyton Hendershot,TE,Kansas City Chiefs,KC,2310,2310,,,,NOR,2310,KC,Chiefs,Kansas City,Kansas City Chiefs,,,,,#E31837,AFC,0.9%,7,32,5,5,7,
322,38710,00-0038710,NFL,WHI639076,https://static.www.nfl.com/image/upload/{formatInstructions}/league/kwsgfizrabfarbea4dbd,Blake Whiteheart,Blake Whiteheart,TE,Cleveland Browns,CLE,1050,1050,1050,CLE,Browns,ACT,1050,CLE,Browns,Cleveland,Cleveland Browns,,,,,#FF3C00,AFC,1.4%,11,79,9,6,11,
324,37617,00-0037617,NFL,HAS288544,https://static.www.nfl.com/image/upload/{formatInstructions}/league/n9jwsfxyo1xppmhscpik,Hassan Haskins,Hassan Haskins,RB,Los Angeles Chargers,LAC,4400,4400,4400,LAC,Chargers,ACT,4400,LAC,Chargers,Los Angeles,Los Angeles Chargers,,,,,#0080C6,AFC,0.6%,17,60,3,3,17,
324,37524,00-0037524,NFL,MAR735708,https://static.www.nfl.com/image/upload/{formatInstructions}/league/lw5fyir7yjme4qxrrxfy,Tay Martin,Tay Martin,WR,Tennessee Titans,TEN,2100,2100,5110,WAS,Commanders,CUT,5110,WAS,Commanders,Washington,Washington Commanders,,,,,#002244,AFC,0.4%,1,3,2,1,1,
326,38519,00-0038519,NFL,REM240921,https://static.www.nfl.com/image/upload/{formatInstructions}/league/tsvjshclrrbqv9mrbyj9,Nikko Remigio,Nikko Remigio,WR,Kansas City Chiefs,KC,2310,2310,2310,KC,Chiefs,ACT,2310,KC,Chiefs,Kansas City,Kansas City Chiefs,,,,,#E31837,AFC,1.0%,5,23,6,2,5,
326,38797,00-0038797,NFL,WIL682260,https://static.www.nfl.com/image/upload/{formatInstructions}/league/xni9gnwmhdex7h1ey3jq,Emanuel Wilson,Emanuel Wilson,RB,Green Bay Packers,GB,1800,1800,1800,GB,Packers,ACT,1800,GB,Packers,Green Bay,Green Bay Packers,,,,,#203731,NFC,3.0%,17,98,14,11,17,
328,36510,00-0036510,NFL,YEB415291,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ydf0qza9jro8obovns31,Kenny Yeboah,Kenny Yeboah,TE,New York Jets,NYJ,3430,3430,1540,DET,Lions,RES,1540,DET,Lions,Detroit,Detroit Lions,,,,,#115740,AFC,1.4%,9,39,8,5,9,
328,38104,00-0038104,NFL,THO797153,https://static.www.nfl.com/image/upload/{formatInstructions}/league/bjqzuempyiwxe0hl7e5a,Tyquan Thornton,Tyquan Thornton,WR,Kansas City Chiefs,KC,2310,2310,2310,KC,Chiefs,ACT,2310,KC,Chiefs,Kansas City,Kansas City Chiefs,,,,,#E31837,AFC,1.4%,6,65,8,4,6,
330,36429,00-0036429,NFL,WOE138430,https://static.www.nfl.com/image/upload/{formatInstructions}/league/tflwxcx2ohrc6e8j0n5a,Charlie Woerner,Charlie Woerner,TE,Atlanta Falcons,ATL,200,200,200,ATL,Falcons,ACT,200,ATL,Falcons,Atlanta,Atlanta Falcons,,,,,#A71930,NFC,2.2%,16,84,12,7,16,
331,39144,00-0039144,NFL,MUS097324,https://static.www.nfl.com/image/upload/{formatInstructions}/league/erqld7keza48co6umuaa,Luke Musgrave,Luke Musgrave,TE,Green Bay Packers,GB,1800,1800,1800,GB,Packers,ACT,1800,GB,Packers,Green Bay,Green Bay Packers,,,,,#203731,NFC,2.2%,7,68,10,7,7,
332,35891,00-0035891,NFL,WHI144160,https://static.www.nfl.com/image/upload/{formatInstructions}/league/vmxlzupvbnmmtcgb5eqt,Cody White,Cody White,WR,Seattle Seahawks,SEA,4600,4600,4600,SEA,Seahawks,ACT,4600,SEA,Seahawks,Seattle,Seattle Seahawks,,,,,#002244,NFC,0.5%,4,29,3,2,4,
332,36620,00-0036620,NFL,ESK561172,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rtcgfdtbltkjwicxryl8,Dee Eskridge,Dee Eskridge,WR,Miami Dolphins,MIA,2700,2700,2700,MIA,Dolphins,ACT,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#008E97,AFC,0.5%,6,19,3,3,6,
334,37276,00-0037276,NFL,CHA336645,https://static.www.nfl.com/image/upload/{formatInstructions}/league/i3urodji7vrb11n4pl06,Ty Chandler,Ty Chandler,RB,Minnesota Vikings,MIN,3000,3000,3000,MIN,Vikings,ACT,3000,MIN,Vikings,Minnesota,Minnesota Vikings,,,,,#4F2683,NFC,1.2%,17,61,6,6,17,
334,38809,00-0038809,NFL,SIM655854,https://static.www.nfl.com/image/upload/{formatInstructions}/league/wfgowtspm30kxrmayom6,Ben Sims,Ben Sims,TE,Green Bay Packers,GB,1800,1800,1800,GB,Packers,ACT,1800,GB,Packers,Green Bay,Green Bay Packers,,,,,#203731,NFC,1.1%,17,62,5,4,17,
336,36497,00-0036497,NFL,JON759314,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gimunqcnpgtctbdba53c,Tim Jones,Tim Jones,WR,Jacksonville Jaguars,JAX,2250,2250,3000,MIN,Vikings,DEV,3000,MIN,Vikings,Minnesota,Minnesota Vikings,,,,,#000000,AFC,1.0%,17,60,5,3,17,
336,36955,00-0036955,NFL,MAR482288,https://static.www.nfl.com/image/upload/{formatInstructions}/league/a2yarai1371wellve3nq,Terrace Marshall Jr.,Terrace Marshall Jr.,WR,Las Vegas Raiders,LV,2520,2520,3700,PHI,Eagles,DEV,3700,PHI,Eagles,Philadelphia,Philadelphia Eagles,,,,,#000000,AFC,1.1%,7,85,6,3,7,
336,39747,00-0039747,NFL,SMI024570,https://static.www.nfl.com/image/upload/{formatInstructions}/league/iaetfkaakeblxepssyj9,Ainias Smith,Ainias Smith,WR,Philadelphia Eagles,PHI,3700,3700,750,CAR,Panthers,DEV,750,CAR,Panthers,Carolina,Carolina Panthers,,,,,#004851,NFC,2.2%,7,42,9,7,7,
339,31585,00-0031585,NFL,PRU720361,https://static.www.nfl.com/image/upload/{formatInstructions}/league/jazo8egu5luwyxxcpjh8,MyCole Pruitt,MyCole Pruitt,TE,Pittsburgh Steelers,PIT,3900,3900,,,,NOR,3900,PIT,Steelers,Pittsburgh,Pittsburgh Steelers,,,,,#000000,AFC,2.2%,12,59,10,6,12,
339,35567,00-0035567,NFL,REY121392,https://static.www.nfl.com/image/upload/{formatInstructions}/league/f5zuttg3hinfqgronrsg,Craig Reynolds,Craig Reynolds,RB,Detroit Lions,DET,1540,1540,1540,DET,Lions,ACT,1540,DET,Lions,Detroit,Detroit Lions,,,,,#0076B6,NFC,1.0%,17,32,5,3,17,
339,36841,00-0036841,NFL,TRA262930,https://static.www.nfl.com/image/upload/{formatInstructions}/league/wycm0dz06421rredzyrq,Austin Trammell,Austin Trammell,WR,Jacksonville Jaguars,JAX,2250,2250,2250,JAX,Jaguars,CUT,2250,JAX,Jaguars,Jacksonville,Jacksonville Jaguars,,,,,#000000,AFC,0.6%,1,23,3,2,1,
339,37304,00-0037304,NFL,HEY274236,https://static.www.nfl.com/image/upload/{formatInstructions}/league/b9bnasge2v2dtctdtqnf,Connor Heyward,Connor Heyward,TE,Pittsburgh Steelers,PIT,3900,3900,3900,PIT,Steelers,ACT,3900,PIT,Steelers,Pittsburgh,Pittsburgh Steelers,,,,,#000000,AFC,1.7%,17,57,8,6,17,
343,37654,00-0037654,NFL,FIS705543,https://static.www.nfl.com/image/upload/{formatInstructions}/league/yqaco04wjatmxlmxpq1y,Tucker Fisk,Tucker Fisk,TE,Los Angeles Chargers,LAC,4400,4400,4400,LAC,Chargers,ACT,4400,LAC,Chargers,Los Angeles,Los Angeles Chargers,,,,,#0080C6,AFC,1.6%,9,53,8,7,9,
343,38496,00-0038496,NFL,GIP576222,https://static.www.nfl.com/image/upload/{formatInstructions}/league/nkkrvgof3jtrrwidklcr,Xavier Gipson,Xavier Gipson,WR,New York Jets,NYJ,3430,3430,3430,NYJ,Jets,ACT,3430,NYJ,Jets,New York,New York Jets,,,,,#115740,AFC,1.7%,17,128,10,6,17,
343,39074,00-0039074,NFL,ALL098299,https://static.www.nfl.com/image/upload/{formatInstructions}/league/knzujvs0ge3lozkyilsf,Davis Allen,Davis Allen,TE,Los Angeles Rams,LA,2510,2510,2510,LAR,Rams,ACT,2510,LAR,Rams,Los Angeles,Los Angeles Rams,,,,,#003594,NFC,2.4%,15,135,13,6,15,
346,39236,00-0039236,NFL,WIL733437,https://static.www.nfl.com/image/upload/{formatInstructions}/league/azz7slr16byvcvbnaifa,Johnny Wilson,Johnny Wilson,WR,Philadelphia Eagles,PHI,3700,3700,3700,PHI,Eagles,RES,3700,PHI,Eagles,Philadelphia,Philadelphia Eagles,,,,,#004851,NFC,3.6%,16,155,15,5,16,
347,35976,00-0035976,NFL,CHI740772,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ajn5xdsfu4tn4mohmlg3,Dan Chisena,Dan Chisena,WR,Carolina Panthers,CAR,750,750,,,,NOR,750,CAR,Panthers,Carolina,Carolina Panthers,,,,,#0085CF,NFC,0.8%,6,13,4,3,6,
347,39364,00-0039364,NFL,VAK189231,https://static.www.nfl.com/image/upload/{formatInstructions}/league/jfy4vewdyadb6n1xj2ao,Sione Vaki,Sione Vaki,RB,Detroit Lions,DET,1540,1540,1540,DET,Lions,ACT,1540,DET,Lions,Detroit,Detroit Lions,,,,,#0076B6,NFC,0.6%,16,15,3,3,16,
347,39737,00-0039737,NFL,REI577302,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ep1rsbi0visivscxnezd,Tip Reiman,Tip Reiman,TE,Arizona Cardinals,ARI,3800,3800,3800,ARI,Cardinals,ACT,3800,ARI,Cardinals,Arizona,Arizona Cardinals,,,,,#97233F,NFC,1.3%,17,109,7,6,17,
350,33895,00-0033895,NFL,EVE166115,https://static.www.nfl.com/image/upload/{formatInstructions}/league/aayw74rhaupmfnnikzak,Gerald Everett,Gerald Everett,TE,Chicago Bears,CHI,810,810,,,,NOR,810,CHI,Bears,Chicago,Chicago Bears,,,,,#0B162A,NFC,2.5%,17,122,13,8,17,
350,36268,00-0036268,NFL,SHE458893,https://static.www.nfl.com/image/upload/{formatInstructions}/league/xv8nzb4myggaqiasn42b,Laviska Shenault Jr.,Laviska Shenault Jr.,WR,Los Angeles Chargers,LAC,4400,4400,610,BUF,Bills,CUT,610,BUF,Bills,Buffalo,Buffalo Bills,,,,,#0080C6,AFC,0.9%,12,25,5,5,12,
350,36590,00-0036590,NFL,MOR489431,https://static.www.nfl.com/image/upload/{formatInstructions}/league/lvmccekmoj82dzw00xcl,Quintin Morris,Quintin Morris,TE,Buffalo Bills,BUF,610,610,2250,JAX,Jaguars,DEV,2250,JAX,Jaguars,Jacksonville,Jacksonville Jaguars,,,,,#00338D,AFC,1.6%,16,76,8,5,16,
353,32918,00-0032918,NFL,HAM006291,https://static.www.nfl.com/image/upload/{formatInstructions}/league/evssvutwjy6szq7dpelm,C.J. Ham,C.J. Ham,FB,Minnesota Vikings,MIN,3000,3000,3000,MIN,Vikings,RSR,3000,MIN,Vikings,Minnesota,Minnesota Vikings,,,,,#4F2683,NFC,1.2%,17,72,6,5,17,
353,39746,00-0039746,NFL,SHI386967,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rdps3spkhbztc2mbd6ty,Will Shipley,Will Shipley,RB,Philadelphia Eagles,PHI,3700,3700,3700,PHI,Eagles,ACT,3700,PHI,Eagles,Philadelphia,Philadelphia Eagles,,,,,#004851,NFC,1.0%,16,23,4,4,16,
355,36990,00-0036990,NFL,DEA016067,https://static.www.nfl.com/image/upload/{formatInstructions}/league/btw2sohcblkqvpsrctio,Divine Deablo,Divine Deablo,LB,Las Vegas Raiders,LV,2520,2520,200,ATL,Falcons,ACT,200,ATL,Falcons,Atlanta,Atlanta Falcons,,,,,#000000,AFC,0.2%,14,1,1,1,14,
355,37742,00-0037742,NFL,BUR321327,https://static.www.nfl.com/image/upload/{formatInstructions}/league/vhgkqcz5mo9oxm3ovww2,Treylon Burks,Treylon Burks,WR,Tennessee Titans,TEN,2100,2100,2100,TEN,Titans,RES,2100,TEN,Titans,Tennessee,Tennessee Titans,,,,,#002244,AFC,1.6%,5,79,8,4,5,
355,37132,00-0037132,NFL,COV404041,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ccxa0mqgouhyluizjbwt,Britain Covey,Britain Covey,WR,Philadelphia Eagles,PHI,3700,3700,3700,PHI,Eagles,DEV,3700,PHI,Eagles,Philadelphia,Philadelphia Eagles,,,,,#004851,NFC,1.9%,5,32,8,7,5,
355,37557,00-0037557,NFL,RIV673384,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ykza0uhrd73htnmjwbrk,Ronnie Rivers,Ronnie Rivers,RB,Los Angeles Rams,LA,2510,2510,2510,LAR,Rams,DEV,2510,LAR,Rams,Los Angeles,Los Angeles Rams,,,,,#003594,NFC,1.1%,17,37,6,5,17,
359,38551,00-0038551,NFL,MIL369085,https://static.www.nfl.com/image/upload/{formatInstructions}/league/jz3mpvifmldus3ipdvu1,Kendre Miller,Kendre Miller,RB,New Orleans Saints,NO,3300,3300,3300,NO,Saints,ACT,3300,NO,Saints,New Orleans,New Orleans Saints,,,,,#000000,NFC,1.5%,6,46,8,5,6,
360,34791,00-0034791,NFL,CHU033942,https://static.www.nfl.com/image/upload/{formatInstructions}/league/h5y74trx6l8ivpkbmrkt,Nick Chubb,Nick Chubb,RB,Cleveland Browns,CLE,1050,1050,2120,HOU,Texans,ACT,2120,HOU,Texans,Houston,Houston Texans,,,,,#FF3C00,AFC,1.7%,8,87,11,5,8,
360,34777,00-0034777,NFL,CHA553392,https://static.www.nfl.com/image/upload/{formatInstructions}/league/skuieceh50r31ulwpo5s,DJ Chark,DJ Chark,WR,Los Angeles Chargers,LAC,4400,4400,200,ATL,Falcons,CUT,200,ATL,Falcons,Atlanta,Atlanta Falcons,,,,,#0080C6,AFC,2.0%,7,56,10,4,7,
360,35602,00-0035602,NFL,BAC323004,https://static.www.nfl.com/image/upload/{formatInstructions}/league/xebxem8tzjm0yyygaklg,Alex Bachman,Alex Bachman,WR,Las Vegas Raiders,LV,2520,2520,2520,LV,Raiders,DEV,2520,LV,Raiders,Las Vegas,Las Vegas Raiders,,,,,#000000,AFC,0.5%,6,46,3,3,6,
363,35639,00-0035639,NFL,CAM230411,https://static.www.nfl.com/image/upload/{formatInstructions}/league/pmb3ypquiy5a2qzzmio4,Parris Campbell,Parris Campbell,WR,Philadelphia Eagles,PHI,3700,3700,,,,NOR,1200,DAL,Cowboys,Dallas,Dallas Cowboys,,,,,#004851,NFC,1.9%,5,77,8,6,5,
363,31428,00-0031428,NFL,ROB365982,https://static.www.nfl.com/image/upload/{formatInstructions}/league/fyukft9lraurbsq0laom,Allen Robinson,Allen Robinson,WR,Detroit Lions,DET,1540,1540,,,,NOR,1540,DET,Lions,Detroit,Detroit Lions,,,,,#0076B6,NFC,1.3%,12,42,7,3,12,
363,31484,00-0031484,NFL,MAN285874,https://static.www.nfl.com/image/upload/{formatInstructions}/league/azx76rspzgxfogsqhxet,Chris Manhertz,Chris Manhertz,TE,New York Giants,NYG,3410,3410,3410,NYG,Giants,ACT,3410,NYG,Giants,New York,New York Giants,,,,,#0B2265,NFC,0.7%,17,56,4,3,17,
363,38040,00-0038040,NFL,WHI603663,https://static.www.nfl.com/image/upload/{formatInstructions}/league/jzthyqk2ld52f31ka1ir,Zamir White,Zamir White,RB,Las Vegas Raiders,LV,2520,2520,2520,LV,Raiders,ACT,2520,LV,Raiders,Las Vegas,Las Vegas Raiders,,,,,#000000,AFC,1.4%,8,56,8,6,8,
367,37509,00-0037509,NFL,MCC594638,https://static.www.nfl.com/image/upload/{formatInstructions}/league/u2ynn4otkwexx4s4z24k,Sincere McCormick,Sincere McCormick,RB,Las Vegas Raiders,LV,2520,2520,4500,SF,49ers,DEV,4500,SF,49ers,San Francisco,San Francisco 49ers,,,,,#000000,AFC,1.2%,5,25,7,6,5,
367,38394,00-0038394,NFL,MAL454836,https://static.www.nfl.com/image/upload/{formatInstructions}/league/iedvpzvx9rric1dyi3iy,Will Mallory,Will Mallory,TE,Indianapolis Colts,IND,2200,2200,2200,IND,Colts,ACT,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,1.6%,10,77,8,4,10,
369,37252,00-0037252,NFL,DUL269681,https://static.www.nfl.com/image/upload/{formatInstructions}/league/tt3eyuomt5onokrqstsl,Greg Dulcich,Greg Dulcich,TE,New York Giants,NYG,3410,3410,2700,MIA,Dolphins,DEV,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#0B2265,NFC,2.0%,9,106,12,5,9,
369,38454,00-0038454,NFL,MIT376653,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ubl4gwglxlbxzku0qta9,Keaton Mitchell,Keaton Mitchell,RB,Baltimore Ravens,BAL,325,325,325,BAL,Ravens,ACT,325,BAL,Ravens,Baltimore,Baltimore Ravens,,,,,#24135F,AFC,0.2%,5,9,1,1,5,
369,38614,00-0038614,NFL,MAT347280,https://static.www.nfl.com/image/upload/{formatInstructions}/league/cuk2ssb69ywuhputouz8,Scott Matlock,Scott Matlock,DT,Los Angeles Chargers,LAC,4400,4400,4400,LAC,Chargers,ACT,4400,LAC,Chargers,Los Angeles,Los Angeles Chargers,,,,,#0080C6,AFC,1.0%,17,48,5,4,17,
369,39631,00-0039631,NFL,GRA307858,https://static.www.nfl.com/image/upload/{formatInstructions}/league/uay5dmniqx1baal3q3uu,Cam Grandy,Cam Grandy,TE,Cincinnati Bengals,CIN,920,920,920,CIN,Bengals,ACT,920,CIN,Bengals,Cincinnati,Cincinnati Bengals,,,,,#FB4F14,AFC,0.8%,8,30,5,5,8,
369,39912,00-0039912,NFL,SIN713776,https://static.www.nfl.com/image/upload/{formatInstructions}/league/zwjmu9wyutlpkace9ukf,Ben Sinnott,Ben Sinnott,TE,Washington Commanders,WAS,5110,5110,5110,WAS,Commanders,ACT,5110,WAS,Commanders,Washington,Washington Commanders,,,,,#5A1414,NFC,1.0%,17,106,5,5,17,
374,33955,00-0033955,NFL,MCN750971,https://static.www.nfl.com/image/upload/{formatInstructions}/league/kegqjj5pv7xidm0xwtpy,Jeremy McNichols,Jeremy McNichols,RB,Washington Commanders,WAS,5110,5110,5110,WAS,Commanders,ACT,5110,WAS,Commanders,Washington,Washington Commanders,,,,,#5A1414,NFC,2.4%,17,128,12,9,17,
374,37257,00-0037257,NFL,BEL269820,https://static.www.nfl.com/image/private/{formatInstructions}/league/otv2kkn3lxonp9z43bdj,David Bell,David Bell,WR,Cleveland Browns,CLE,1050,1050,1050,CLE,Browns,RSN,1050,CLE,Browns,Cleveland,Cleveland Browns,,,,,#FF3C00,AFC,0.5%,1,5,3,3,1,
374,39373,00-0039373,NFL,EST610772,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ll8ruvwhtxuopqtjjvxp,Audric Estimé,Audric Estimé,RB,Denver Broncos,DEN,1400,1400,1400,DEN,Broncos,CUT,1400,DEN,Broncos,Denver,Denver Broncos,,,,,#FC4C02,AFC,0.9%,13,40,5,5,13,
377,39325,00-0039325,NFL,STE027134,https://static.www.nfl.com/image/upload/{formatInstructions}/league/fafuydt7skhufescqhxv,Carson Steele,Carson Steele,RB,Kansas City Chiefs,KC,2310,2310,2310,KC,Chiefs,DEV,2310,KC,Chiefs,Kansas City,Kansas City Chiefs,,,,,#E31837,AFC,1.9%,17,80,11,7,17,
378,35973,00-0035973,NFL,TAY610553,https://static.www.nfl.com/image/upload/{formatInstructions}/league/nd1utxii5exwfoujq5a4,Patrick Taylor,Patrick Taylor,RB,San Francisco 49ers,SF,4500,4500,4500,SF,49ers,RES,4500,SF,49ers,San Francisco,San Francisco 49ers,,,,,#AA0000,NFC,2.1%,13,86,11,3,13,
378,36906,00-0036906,NFL,HER034169,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rjbovmq0lifel6r7mugj,Khalil Herbert,Khalil Herbert,RB,Cincinnati Bengals,CIN,920,920,2200,IND,Colts,DEV,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#FB4F14,AFC,1.9%,14,64,11,10,14,
380,36360,00-0036360,NFL,EDW815562,https://static.www.nfl.com/image/upload/{formatInstructions}/league/er6tfnyxampiwn74zrui,Clyde Edwards-Helaire,Clyde Edwards-Helaire,RB,New Orleans Saints,NO,3300,3300,2310,KC,Chiefs,DEV,2310,KC,Chiefs,Kansas City,Kansas City Chiefs,,,,,#000000,NFC,0.9%,2,25,5,3,2,
